ts,oid,trader,side,type,price,qty
293.400000,3078,N9,buy,limit,100.28,74
293.400000,3075,CB,sell,cancel,100.48,39
293.400000,3079,CB,buy,market,,32
293.700000,3080,N3,buy,market,,64
293.700000,3006,N10,buy,cancel,100.16,16
293.700000,3081,N10,buy,market,,22
293.800000,3069,CA,sell,cancel,100.56,71
293.800000,3082,CA,buy,limit,100.14,75
294.000000,3060,MM,buy,cancel,100.30,80
294.000000,3083,MM,buy,limit,100.36,80
294.000000,3084,MM,sell,limit,100.46,80
294.000000,3085,CA,buy,limit,100.35,12
294.100000,3040,N13,buy,cancel,100.25,53
294.100000,3086,N13,buy,market,,35
294.200000,3087,N10,buy,market,,78
294.400000,3031,N11,buy,cancel,100.16,29
294.400000,3088,N11,sell,market,,33
294.400000,3019,N12,buy,cancel,100.09,53
294.400000,3089,N12,sell,market,,22
294.600000,3071,N6,buy,cancel,100.34,72
294.600000,3090,N6,sell,market,,53
294.600000,3091,N11,sell,limit,100.45,29
294.800000,3092,CB,buy,limit,100.37,42
294.900000,3058,N3,buy,cancel,100.34,19
294.900000,3093,N3,buy,limit,100.44,22
295.000000,3094,N0,buy,limit,100.40,61
295.100000,3095,CA,sell,limit,100.67,26
295.200000,3096,N0,buy,limit,100.36,21
295.400000,3097,N13,sell,market,,23
295.500000,3098,N3,sell,limit,100.41,17
295.600000,3099,N2,buy,limit,100.36,58
295.600000,3067,N4,buy,cancel,100.21,30
295.600000,3100,N4,buy,market,,34
295.800000,3101,N4,buy,market,,47
295.900000,3094,N0,buy,cancel,100.40,60
295.900000,3102,N0,buy,limit,100.06,70
295.900000,3092,CB,buy,cancel,100.37,42
295.900000,3103,CB,buy,limit,100.30,51
296.000000,3096,N0,buy,cancel,100.36,21
296.000000,3104,N0,buy,limit,100.23,18
296.000000,3073,N13,buy,cancel,100.35,69
296.000000,3105,N13,buy,limit,100.39,75
296.100000,3106,N8,buy,limit,100.24,29
296.200000,3102,N0,buy,cancel,100.06,70
296.200000,3107,N0,buy,limit,100.03,76
296.200000,3042,N3,buy,cancel,99.88,50
296.200000,3108,N3,buy,market,,94
296.200000,3105,N13,buy,cancel,100.39,75
296.200000,3109,N13,buy,market,,48
296.300000,3110,N8,buy,limit,100.35,35
296.400000,3111,N4,sell,limit,100.49,68
296.400000,3112,N10,buy,market,,22
296.600000,3078,N9,buy,cancel,100.28,74
296.600000,3113,N9,sell,market,,28
296.600000,3103,CB,buy,cancel,100.30,51
296.600000,3114,CB,buy,market,,63
296.700000,3115,N5,sell,market,,21
296.700000,3116,N10,buy,market,,64
296.900000,3117,N6,buy,market,,17
297.000000,2920,N4,buy,cancel,99.88,4
297.000000,3118,N4,buy,limit,100.36,27
297.000000,3119,MM,buy,limit,100.42,80
297.000000,3120,MM,sell,limit,100.52,80
297.500000,3121,N11,buy,limit,100.47,95
297.700000,3122,N8,buy,limit,100.54,65
297.800000,3123,N6,buy,limit,100.52,58
297.800000,3124,N8,sell,market,,21
297.900000,3125,N7,buy,limit,100.43,29
297.900000,3126,N10,buy,limit,100.56,43
298.000000,3127,N9,sell,limit,100.68,84
298.000000,3121,N11,buy,cancel,100.47,95
298.000000,3128,N11,buy,limit,100.56,59
298.200000,3129,N0,sell,limit,100.60,62
298.300000,3130,N2,buy,limit,100.29,59
298.300000,3131,N13,buy,market,,42
298.400000,3066,N1,buy,cancel,100.20,93
298.400000,3132,N1,buy,market,,87
298.400000,3133,N4,sell,limit,100.69,64
298.500000,3104,N0,buy,cancel,100.23,18
298.500000,3134,N0,buy,limit,100.59,33
298.600000,3127,N9,sell,cancel,100.68,17
298.600000,3135,N9,buy,market,,60
298.700000,3136,N0,buy,limit,100.68,22
298.700000,3137,N1,buy,limit,100.67,41
298.700000,3138,N12,buy,limit,100.44,18
298.800000,3139,N1,buy,market,,71
298.900000,3140,N11,buy,limit,100.67,76
299.000000,3141,N8,sell,limit,100.82,49
299.100000,3142,N13,buy,limit,100.77,90
299.200000,3143,CB,buy,limit,100.55,33
299.300000,3144,N14,buy,market,,46
299.400000,3125,N7,buy,cancel,100.43,29
299.400000,3145,N7,buy,limit,100.56,86
299.700000,2974,N9,buy,cancel,100.00,34
299.700000,3146,N9,buy,limit,100.26,25
299.800000,3077,N0,buy,cancel,100.22,22
299.800000,3147,N0,buy,limit,100.65,21
299.800000,3148,N7,buy,market,,10
300.000000,3149,N11,sell,market,,95
300.000000,3119,MM,buy,cancel,100.42,80
300.000000,3150,MM,buy,limit,100.74,80
300.000000,3151,MM,sell,limit,100.84,80
300.100000,3152,N4,buy,market,,34
300.200000,3126,N10,buy,cancel,100.56,43
300.200000,3153,N10,buy,limit,100.66,84
300.300000,3154,N8,buy,market,,30
300.500000,3045,N14,buy,cancel,100.05,16
300.500000,3155,N14,sell,limit,100.84,94
300.600000,3156,N10,buy,market,,81
300.700000,3110,N8,buy,cancel,100.35,35
300.700000,3157,N8,buy,market,,56
300.700000,3158,N11,sell,limit,100.79,64
301.100000,3159,N11,buy,limit,100.59,99
301.200000,3099,N2,buy,cancel,100.36,9
301.200000,3160,N2,sell,limit,101.00,23
301.200000,3138,N12,buy,cancel,100.44,18
301.200000,3161,N12,sell,limit,100.94,30
301.300000,3118,N4,buy,cancel,100.36,27
301.300000,3162,N4,buy,limit,100.74,48
301.800000,3163,N3,sell,limit,100.79,37
301.800000,3072,N5,buy,cancel,100.31,33
301.800000,3164,N5,sell,market,,97
301.900000,3165,N12,sell,limit,100.72,68
302.100000,3145,N7,buy,cancel,100.56,86
302.100000,3166,N7,sell,limit,100.78,97
302.400000,3134,N0,buy,cancel,100.59,33
302.400000,3167,N0,sell,market,,43
302.400000,3168,N5,sell,market,,83
302.400000,3169,N6,buy,market,,91
302.500000,3170,N9,buy,limit,100.66,18
302.500000,3171,N14,buy,market,,94
302.500000,3172,CA,sell,limit,100.66,70
302.550000,3173,CB,buy,market,,70
302.600000,3174,N1,sell,limit,100.72,90
302.600000,3175,N4,sell,market,,28
302.800000,3176,N5,buy,market,,43
302.800000,3177,N7,buy,limit,100.53,26
303.000000,3178,N3,buy,limit,100.46,33
303.000000,3179,N5,buy,limit,100.58,17
303.000000,3180,MM,buy,limit,100.56,80
303.000000,3181,MM,sell,limit,100.66,80
303.100000,3182,N5,buy,limit,100.51,80
303.100000,3146,N9,buy,cancel,100.26,25
303.100000,3183,N9,buy,market,,88
303.200000,3106,N8,buy,cancel,100.24,29
303.200000,3184,N8,sell,market,,43
303.300000,3185,N3,sell,limit,100.62,71
303.300000,3186,N4,buy,market,,98
303.400000,3107,N0,buy,cancel,100.03,76
303.400000,3187,N0,buy,limit,100.39,66
303.400000,3188,N13,sell,market,,61
303.600000,2979,N2,buy,cancel,100.02,71
303.600000,3189,N2,sell,market,,73
303.600000,3190,N10,sell,limit,101.13,62
303.600000,2976,N12,buy,cancel,99.97,75
303.600000,3191,N12,sell,limit,101.06,97
303.700000,3177,N7,buy,cancel,100.53,26
303.700000,3192,N7,sell,limit,100.87,68
303.900000,3187,N0,buy,cancel,100.39,66
303.900000,3193,N0,sell,limit,100.71,94
303.900000,3194,N4,buy,limit,100.49,32
303.900000,3195,N5,buy,market,,30
304.100000,3196,N0,sell,market,,11
304.200000,3143,CB,buy,cancel,100.55,33
304.200000,3197,CB,sell,limit,100.70,59
304.300000,3123,N6,buy,cancel,100.52,22
304.300000,3198,N6,sell,limit,100.71,59
304.300000,3199,N11,buy,market,,59
304.400000,3200,CB,sell,limit,100.75,40
304.500000,3201,N8,sell,limit,100.71,75
304.500000,3049,N12,buy,cancel,100.29,62
304.500000,3202,N12,sell,market,,63
304.600000,3203,N13,buy,limit,100.38,96
304.700000,3198,N6,sell,cancel,100.71,59
304.700000,3204,N6,sell,limit,100.66,65
304.700000,3205,CA,sell,limit,100.65,83
304.800000,3206,N7,sell,limit,100.91,18
304.900000,3207,N12,sell,market,,53
305.000000,3208,N1,buy,limit,100.54,27
305.000000,3204,N6,sell,cancel,100.66,65
305.000000,3209,N6,sell,limit,100.87,73
305.000000,3210,N11,sell,limit,100.75,46
305.000000,3211,N14,sell,limit,100.74,65
305.100000,3201,N8,sell,cancel,100.71,75
305.100000,3212,N8,sell,limit,100.81,24
305.200000,3213,N0,sell,limit,100.66,13
305.200000,3214,N5,sell,limit,100.73,59
305.200000,3215,N14,buy,limit,100.57,40
305.300000,3216,N2,sell,limit,100.67,57
305.300000,3194,N4,buy,cancel,100.49,32
305.300000,3217,N4,buy,limit,100.59,73
305.500000,3218,N2,sell,market,,93
305.700000,3190,N10,sell,cancel,101.13,62
305.700000,3219,N10,buy,limit,100.48,87
306.000000,3220,MM,buy,limit,100.65,80
306.000000,3221,MM,sell,limit,100.75,80
306.200000,2966,N0,buy,cancel,99.98,38
306.200000,3222,N0,sell,limit,100.82,28
306.300000,3223,N2,sell,limit,100.98,28
306.600000,3224,N7,sell,limit,100.77,23
306.600000,3225,N8,buy,limit,100.73,40
306.800000,3226,N9,buy,limit,100.63,55
307.000000,3182,N5,buy,cancel,100.51,52
307.000000,3227,N5,buy,market,,46
307.100000,3228,N0,buy,limit,100.73,60
307.300000,3226,N9,buy,cancel,100.63,55
307.300000,3229,N9,buy,limit,100.69,67
307.400000,3230,N14,buy,limit,100.63,62
307.700000,3231,N0,sell,limit,100.65,32
307.700000,3208,N1,buy,cancel,100.54,27
307.700000,3232,N1,sell,limit,100.64,92
307.700000,3233,N9,sell,market,,11
307.800000,3230,N14,buy,cancel,100.63,51
307.800000,3234,N14,sell,limit,100.61,36
307.900000,3235,N1,buy,limit,100.55,49
307.900000,3236,N4,buy,limit,100.54,25
307.900000,3237,N6,sell,limit,100.58,45
308.000000,3238,N3,sell,market,,66
308.100000,3214,N5,sell,cancel,100.73,50
308.100000,3239,N5,buy,market,,17
308.100000,3240,N6,sell,limit,100.64,83
308.300000,3235,N1,buy,cancel,100.55,3
308.300000,3241,N1,sell,limit,100.68,51
308.500000,3242,N5,sell,limit,100.69,26
308.600000,3236,N4,buy,cancel,100.54,25
308.600000,3243,N4,sell,limit,100.66,38
308.600000,3244,N14,sell,market,,31
308.800000,3245,N1,sell,limit,100.70,24
308.800000,3223,N2,sell,cancel,100.98,28
308.800000,3246,N2,sell,limit,100.59,26
308.800000,3247,N4,buy,limit,100.50,18
309.000000,3248,N14,buy,limit,100.52,40
309.000000,3221,MM,sell,cancel,100.75,80
309.000000,3249,MM,buy,limit,100.50,80
309.000000,3250,MM,sell,limit,100.60,80
309.400000,3251,N5,buy,limit,100.47,27
309.700000,3252,CA,buy,limit,100.56,12
309.900000,3241,N1,sell,cancel,100.68,51
309.900000,3253,N1,sell,limit,100.99,97
309.900000,3254,N9,sell,market,,55
310.000000,3191,N12,sell,cancel,101.06,97
310.000000,3255,N12,sell,limit,100.67,29
310.100000,3243,N4,sell,cancel,100.66,38
310.100000,3256,N4,sell,market,,62
310.100000,3203,N13,buy,cancel,100.38,96
310.100000,3257,N13,sell,limit,100.74,51
310.100000,3082,CA,buy,cancel,100.14,75
310.100000,3258,CA,sell,limit,100.66,59
310.200000,3210,N11,sell,cancel,100.75,46
310.200000,3259,N11,sell,limit,100.71,65
310.200000,3260,CA,buy,market,,11
310.400000,3261,CA,sell,limit,100.70,68
310.700000,3262,CA,sell,limit,100.66,84
310.900000,3263,N1,sell,limit,100.77,26
311.200000,3264,N7,sell,limit,100.82,77
311.200000,3265,N9,buy,limit,100.55,22
311.400000,3222,N0,sell,cancel,100.82,28
311.400000,3266,N0,sell,market,,57
311.400000,3130,N2,buy,cancel,100.29,59
311.400000,3267,N2,sell,limit,100.77,29
311.400000,3178,N3,buy,cancel,100.46,33
311.400000,3268,N3,sell,limit,100.99,45
311.700000,3259,N11,sell,cancel,100.71,65
311.700000,3269,N11,buy,limit,100.44,23
311.800000,3270,N5,buy,limit,100.55,66
311.900000,3271,N1,sell,limit,100.61,15
311.900000,3209,N6,sell,cancel,100.87,73
311.900000,3272,N6,sell,limit,100.72,26
312.000000,3250,MM,sell,cancel,100.60,80
312.000000,3273,MM,buy,limit,100.61,80
312.000000,3274,MM,sell,limit,100.71,80
312.200000,3275,CA,sell,limit,100.69,91
312.300000,3267,N2,sell,cancel,100.77,29
312.300000,3276,N2,buy,limit,100.55,89
312.400000,3277,N2,buy,market,,37
312.400000,3278,N6,buy,market,,55
312.400000,3279,N8,buy,market,,32
312.400000,3269,N11,buy,cancel,100.44,23
312.400000,3280,N11,sell,limit,100.87,58
312.500000,3281,N4,buy,limit,100.50,55
312.700000,3212,N8,sell,cancel,100.81,24
312.700000,3282,N8,buy,limit,100.59,99
312.900000,3283,CA,sell,limit,100.72,144
312.950000,3284,CB,buy,market,,144
313.100000,3219,N10,buy,cancel,100.48,54
313.100000,3285,N10,buy,limit,100.60,17
313.600000,3286,N3,sell,market,,13
313.600000,3224,N7,sell,cancel,100.77,23
313.600000,3287,N7,sell,market,,89
313.600000,3288,N9,buy,limit,100.64,83
313.800000,3160,N2,sell,cancel,101.00,23
313.800000,3289,N2,buy,market,,34
313.800000,3281,N4,buy,cancel,100.50,55
313.800000,3290,N4,sell,limit,100.79,52
313.800000,3288,N9,buy,cancel,100.64,83
313.800000,3291,N9,buy,limit,100.74,44
313.900000,3257,N13,sell,cancel,100.74,51
313.900000,3292,N13,buy,limit,100.64,66
314.100000,3272,N6,sell,cancel,100.72,26
314.100000,3293,N6,buy,limit,100.64,44
314.300000,3294,N12,buy,limit,100.70,57
314.400000,3009,N14,buy,cancel,100.18,36
314.400000,3295,N14,sell,limit,100.95,48
314.500000,3296,N9,sell,market,,65
314.500000,3085,CA,buy,cancel,100.35,12
314.500000,3297,CA,sell,limit,100.95,42
314.700000,3251,N5,buy,cancel,100.47,27
314.700000,3298,N5,buy,limit,100.66,74
314.800000,3299,N2,buy,market,,84
314.900000,3300,N7,buy,market,,14
315.000000,3274,MM,sell,cancel,100.71,80
315.000000,3301,MM,buy,limit,100.72,80
315.000000,3302,MM,sell,limit,100.82,80
315.100000,3303,N0,buy,market,,39
315.100000,3304,N4,sell,market,,51
315.100000,3305,CA,buy,limit,100.78,64
315.300000,3306,N0,buy,market,,76
315.400000,3307,N4,buy,limit,100.66,21
315.400000,3308,N10,buy,limit,100.78,67
315.400000,3309,N11,sell,limit,100.84,52
315.600000,3074,N12,buy,cancel,100.35,95
315.600000,3310,N12,buy,limit,100.78,12
315.600000,3311,N13,buy,limit,100.79,70
315.600000,3297,CA,sell,cancel,100.95,42
315.600000,3312,CA,sell,market,,69
315.700000,3313,N10,buy,limit,100.76,77
315.700000,3314,N11,sell,limit,100.93,16
315.800000,3315,N10,sell,limit,100.91,62
315.900000,3316,N7,buy,market,,66
315.900000,3317,N12,sell,limit,100.93,16
316.300000,3292,N13,buy,cancel,100.64,1
316.300000,3318,N13,sell,limit,100.94,23
316.600000,3313,N10,buy,cancel,100.76,77
316.600000,3319,N10,sell,limit,100.98,19
316.800000,3320,N2,buy,limit,100.75,63
316.800000,3318,N13,sell,cancel,100.94,23
316.800000,3321,N13,buy,limit,100.85,85
316.900000,3206,N7,sell,cancel,100.91,18
316.900000,3322,N7,buy,limit,100.88,31
317.000000,3317,N12,sell,cancel,100.93,16
317.000000,3323,N12,buy,market,,88
317.100000,3324,N1,buy,market,,96
317.200000,3282,N8,buy,cancel,100.59,14
317.200000,3325,N8,buy,market,,54
317.400000,3293,N6,buy,cancel,100.64,44
317.400000,3326,N6,buy,limit,100.82,85
317.500000,3327,N7,sell,limit,100.96,63
317.600000,3328,N9,sell,limit,100.91,25
317.600000,3329,N13,sell,limit,100.86,30
317.800000,3298,N5,buy,cancel,100.66,1
317.800000,3330,N5,sell,limit,100.92,22
317.900000,3320,N2,buy,cancel,100.75,63
317.900000,3331,N2,buy,limit,100.63,91
317.900000,3332,N11,sell,limit,100.90,41
318.000000,3333,N10,sell,limit,100.97,93
318.000000,3334,MM,buy,limit,100.75,80
318.000000,3335,MM,sell,limit,100.85,80
318.000000,3336,CB,buy,limit,100.69,90
318.200000,3328,N9,sell,cancel,100.91,25
318.200000,3337,N9,buy,limit,100.78,44
318.200000,3338,N13,sell,limit,100.90,22
318.300000,3330,N5,sell,cancel,100.92,22
318.300000,3339,N5,sell,market,,81
318.300000,3340,N7,buy,limit,100.69,48
318.400000,3341,N9,sell,market,,81
318.500000,3342,N7,sell,limit,100.88,58
318.500000,3336,CB,buy,cancel,100.69,90
318.500000,3343,CB,sell,limit,100.98,40
318.600000,3344,N8,buy,limit,100.74,45
318.900000,3345,N14,sell,limit,100.85,97
319.000000,3346,N7,buy,limit,100.47,52
319.000000,3347,N8,sell,market,,58
319.200000,3329,N13,sell,cancel,100.86,30
319.200000,3348,N13,sell,limit,100.80,26
319.300000,3307,N4,buy,cancel,100.66,21
319.300000,3349,N4,sell,limit,100.89,30
319.400000,3350,N2,sell,limit,100.86,35
319.400000,3057,CA,buy,cancel,100.33,44
319.400000,3351,CA,buy,market,,94
319.500000,3352,N9,buy,limit,100.76,20
319.600000,3353,N0,sell,limit,100.93,75
319.600000,3270,N5,buy,cancel,100.55,66
319.600000,3354,N5,sell,market,,88
319.700000,3355,N10,sell,limit,100.76,45
319.800000,3349,N4,sell,cancel,100.89,30
319.800000,3356,N4,buy,limit,100.43,76
319.900000,3338,N13,sell,cancel,100.90,22
319.900000,3357,N13,sell,limit,100.75,35
320.000000,3268,N3,sell,cancel,100.99,45
320.000000,3358,N3,sell,limit,100.97,29
320.000000,3359,N5,sell,limit,100.74,91
320.000000,3360,N9,sell,limit,100.84,55
320.100000,3356,N4,buy,cancel,100.43,76
320.100000,3361,N4,buy,market,,93
320.100000,3362,N9,sell,limit,100.75,62
320.300000,3363,N4,sell,limit,100.85,24
320.700000,3364,N5,sell,market,,96
320.700000,3365,N12,buy,limit,100.58,53
320.700000,3366,N13,buy,limit,100.59,40
320.700000,3367,N14,sell,market,,85
320.900000,3350,N2,sell,cancel,100.86,35
320.900000,3368,N2,sell,limit,100.75,44
320.900000,3369,N14,sell,limit,100.92,38
321.000000,3335,MM,sell,cancel,100.85,12
321.000000,3370,MM,buy,limit,100.68,80
321.000000,3371,MM,sell,limit,100.78,80
321.200000,3372,N2,sell,limit,100.74,51
321.200000,3373,N5,sell,limit,100.83,52
321.200000,3374,N6,buy,market,,20
321.300000,3319,N10,sell,cancel,100.98,19
321.300000,3375,N10,buy,limit,100.69,75
321.400000,3353,N0,sell,cancel,100.93,75
321.400000,3376,N0,buy,limit,100.60,67
321.400000,3373,N5,sell,cancel,100.83,52
321.400000,3377,N5,sell,limit,100.78,20
321.400000,3357,N13,sell,cancel,100.75,33
321.400000,3378,N13,sell,limit,100.71,17
321.900000,3379,N2,sell,limit,100.78,58
321.900000,3342,N7,sell,cancel,100.88,58
321.900000,3380,N7,sell,market,,77
322.000000,3381,N10,sell,limit,100.90,80
322.100000,3382,N7,sell,limit,100.77,19
322.100000,3383,CA,sell,limit,100.81,97
322.200000,3384,N0,sell,limit,100.91,35
322.200000,3332,N11,sell,cancel,100.90,41
322.200000,3385,N11,sell,limit,100.86,99
322.200000,3345,N14,sell,cancel,100.85,97
322.200000,3386,N14,sell,limit,100.78,89
322.400000,3385,N11,sell,cancel,100.86,99
322.400000,3387,N11,sell,limit,100.74,47
322.500000,3388,N0,buy,limit,100.64,65
322.600000,3389,N8,buy,limit,100.53,68
322.600000,3378,N13,sell,cancel,100.71,17
322.600000,3390,N13,buy,market,,94
322.800000,3253,N1,sell,cancel,100.99,97
322.800000,3391,N1,buy,limit,100.65,74
322.800000,3346,N7,buy,cancel,100.47,52
322.800000,3392,N7,sell,limit,100.73,57
322.800000,3393,N11,sell,market,,57
322.800000,3394,N14,sell,market,,96
323.000000,3395,N6,sell,limit,100.69,75
323.200000,3376,N0,buy,cancel,100.60,67
323.200000,3396,N0,sell,limit,100.68,48
323.200000,3397,N5,sell,limit,100.82,46
323.500000,3398,N5,buy,limit,100.36,31
323.500000,3399,N7,sell,market,,92
323.600000,3400,N1,sell,market,,72
323.700000,3401,N12,buy,limit,100.59,67
323.800000,3389,N8,buy,cancel,100.53,68
323.800000,3402,N8,sell,limit,100.71,53
323.900000,3403,N7,buy,limit,100.51,86
324.000000,3371,MM,sell,cancel,100.78,80
324.000000,3404,MM,buy,limit,100.52,80
324.000000,3405,MM,sell,limit,100.62,80
324.000000,3343,CB,sell,cancel,100.98,40
324.000000,3406,CB,sell,limit,100.66,46
324.100000,3381,N10,sell,cancel,100.90,80
324.100000,3407,N10,buy,limit,100.55,59
324.400000,3327,N7,sell,cancel,100.96,63
324.400000,3408,N7,sell,market,,69
324.400000,3333,N10,sell,cancel,100.97,93
324.400000,3409,N10,sell,limit,100.74,83
324.400000,3410,N13,sell,limit,100.73,12
324.400000,3411,N14,sell,limit,100.68,44
324.700000,3412,N12,buy,market,,63
324.700000,3413,CB,sell,limit,100.66,59
324.800000,3414,N3,sell,limit,100.67,85
324.800000,3395,N6,sell,cancel,100.69,75
324.800000,3415,N6,sell,limit,100.59,47
324.900000,3396,N0,sell,cancel,100.68,48
324.900000,3416,N0,sell,limit,100.76,34
324.900000,3417,N10,buy,market,,76
325.000000,3418,N6,buy,market,,25
325.000000,3419,CB,sell,market,,43
325.100000,3363,N4,sell,cancel,100.85,24
325.100000,3420,N4,sell,market,,39
325.100000,3402,N8,sell,cancel,100.71,53
325.100000,3421,N8,sell,limit,100.60,22
325.100000,3422,N13,sell,limit,100.65,32
325.300000,3421,N8,sell,cancel,100.60,22
325.300000,3423,N8,sell,limit,100.60,37
325.300000,3409,N10,sell,cancel,100.74,83
325.300000,3424,N10,buy,limit,100.33,48
325.800000,3425,N11,buy,market,,51
326.100000,3426,N3,sell,limit,100.63,51
326.100000,3427,N4,buy,limit,100.39,72
326.100000,3428,CB,sell,market,,52
326.200000,3429,N2,buy,limit,100.12,37
326.400000,3430,N7,sell,limit,100.58,32
326.400000,3362,N9,sell,cancel,100.75,46
326.400000,3431,N9,buy,limit,100.39,62
326.500000,3403,N7,buy,cancel,100.51,86
326.500000,3432,N7,sell,market,,54
326.600000,3433,N2,buy,limit,100.46,40
326.700000,3434,N4,sell,market,,99
326.800000,3384,N0,sell,cancel,100.91,35
326.800000,3435,N0,sell,limit,100.50,10
326.800000,3414,N3,sell,cancel,100.67,85
326.800000,3436,N3,sell,limit,100.50,91
327.000000,3437,N9,buy,market,,12
327.000000,3438,MM,buy,limit,100.37,80
327.000000,3439,MM,sell,limit,100.47,80
327.000000,3440,CA,sell,market,,62
327.100000,3441,N10,buy,market,,43
327.200000,3442,N11,buy,limit,100.26,98
327.200000,3443,N13,sell,limit,100.42,32
327.300000,3355,N10,sell,cancel,100.76,45
327.300000,3444,N10,sell,market,,90
327.700000,3445,N13,sell,market,,67
327.700000,3446,CB,sell,limit,100.50,60
327.800000,3447,N6,sell,limit,100.47,66
327.800000,3448,N10,sell,market,,73
327.800000,3161,N12,sell,cancel,100.94,3
327.800000,3449,N12,sell,limit,100.44,17
328.000000,3377,N5,sell,cancel,100.78,20
328.000000,3450,N5,buy,limit,100.33,65
328.000000,3383,CA,sell,cancel,100.81,97
328.000000,3451,CA,buy,limit,100.23,70
328.000000,3413,CB,sell,cancel,100.66,59
328.000000,3452,CB,sell,market,,29
328.100000,3453,N9,sell,market,,52
328.300000,3454,CB,sell,limit,100.42,12
328.500000,3397,N5,sell,cancel,100.82,46
328.500000,3455,N5,buy,market,,29
328.600000,3456,N2,sell,limit,100.46,16
328.600000,3457,N14,sell,limit,100.48,67
328.700000,3435,N0,sell,cancel,100.50,10
328.700000,3458,N0,sell,limit,100.49,77
329.000000,3426,N3,sell,cancel,100.63,51
329.000000,3459,N3,sell,market,,82
329.200000,3460,N12,sell,market,,97
329.600000,3458,N0,sell,cancel,100.49,77
329.600000,3461,N0,sell,limit,100.59,97
329.600000,3462,N4,buy,limit,100.43,52
329.700000,3463,N10,sell,limit,100.59,97
329.800000,3464,N4,sell,limit,100.64,15
329.800000,3465,N9,sell,limit,100.55,26
329.800000,3466,N10,sell,limit,100.62,72
329.900000,3467,N5,sell,limit,100.59,61
329.900000,3360,N9,sell,cancel,100.84,55
329.900000,3468,N9,sell,limit,100.62,33
329.900000,3469,N13,sell,limit,100.53,43
330.000000,3470,N7,buy,limit,100.41,55
330.000000,3439,MM,sell,cancel,100.47,37
330.000000,3471,MM,buy,limit,100.45,80
330.000000,3472,MM,sell,limit,100.55,80
330.100000,3473,N11,buy,limit,100.44,96
330.200000,3474,N8,sell,limit,100.59,88
330.200000,3475,N10,sell,market,,75
330.200000,3473,N11,buy,cancel,100.44,84
330.200000,3476,N11,sell,market,,36
330.200000,3477,N13,sell,limit,100.54,37
330.300000,3467,N5,sell,cancel,100.59,61
330.300000,3478,N5,sell,limit,100.52,19
330.400000,3479,N11,sell,limit,100.69,90
330.500000,3480,N3,sell,limit,100.53,13
330.500000,3447,N6,sell,cancel,100.47,66
330.500000,3481,N6,buy,limit,100.40,52
330.700000,3482,N11,sell,limit,100.61,41
330.800000,3483,N4,sell,market,,54
330.900000,3484,N12,buy,limit,100.45,16
331.100000,3485,CA,buy,market,,31
331.200000,3464,N4,sell,cancel,100.64,15
331.200000,3486,N4,buy,limit,100.54,37
331.200000,3474,N8,sell,cancel,100.59,88
331.200000,3487,N8,buy,limit,100.55,42
331.200000,3488,N11,buy,limit,100.52,58
331.200000,3489,CA,sell,limit,100.56,144
331.250000,3490,CB,buy,market,,144
331.500000,3491,N9,buy,market,,13
331.700000,3465,N9,sell,cancel,100.55,26
331.700000,3492,N9,buy,limit,100.56,11
331.700000,3493,N10,buy,limit,100.47,55
331.700000,3479,N11,sell,cancel,100.69,90
331.700000,3494,N11,buy,limit,100.54,73
331.800000,3495,N4,sell,limit,100.64,49
331.800000,3496,N7,buy,limit,100.30,97
332.100000,3497,N13,buy,limit,100.40,51
332.200000,3498,N4,buy,market,,23
332.200000,3499,N11,buy,market,,43
332.400000,3500,N10,buy,limit,100.49,63
332.400000,3422,N13,sell,cancel,100.65,18
332.400000,3501,N13,buy,limit,100.45,83
332.500000,3502,N0,buy,limit,100.62,86
332.800000,3468,N9,sell,cancel,100.62,33
332.800000,3503,N9,sell,market,,17
332.800000,3501,N13,buy,cancel,100.45,83
332.800000,3504,N13,buy,market,,40
332.900000,3505,N6,buy,limit,100.66,46
333.000000,3506,MM,buy,limit,100.63,80
333.000000,3507,MM,sell,limit,100.73,80
333.100000,3508,N12,buy,limit,100.66,51
333.200000,3509,N4,buy,limit,100.66,86
333.200000,3510,N12,buy,limit,100.41,38
333.300000,3511,N2,buy,market,,88
333.300000,3512,N3,sell,limit,100.72,60
333.700000,3513,N1,buy,limit,100.59,94
333.700000,3514,N7,buy,limit,100.45,76
333.800000,3513,N1,buy,cancel,100.59,94
333.800000,3515,N1,buy,limit,100.37,71
333.800000,3516,N13,buy,limit,100.68,26
333.900000,3497,N13,buy,cancel,100.40,51
333.900000,3517,N13,buy,market,,99
334.000000,3512,N3,sell,cancel,100.72,55
334.000000,3518,N3,buy,limit,100.48,30
334.100000,3481,N6,buy,cancel,100.40,52
334.100000,3519,N6,buy,market,,45
334.400000,3520,N5,buy,market,,48
334.400000,3521,N6,buy,limit,100.64,76
334.500000,3522,N7,buy,limit,100.52,96
334.500000,3523,N10,buy,limit,100.60,39
334.600000,3379,N2,sell,cancel,100.78,58
334.600000,3524,N2,buy,limit,100.52,10
334.700000,3525,N1,sell,limit,100.67,90
334.800000,3521,N6,buy,cancel,100.64,76
334.800000,3526,N6,buy,limit,100.54,65
334.800000,3527,CB,buy,market,,93
335.100000,3528,N8,buy,market,,60
335.300000,3529,N3,sell,limit,100.85,27
335.300000,3530,N9,buy,limit,100.41,90
335.500000,3494,N11,buy,cancel,100.54,56
335.500000,3531,N11,buy,limit,100.53,29
335.500000,3532,N13,buy,limit,100.46,11
