ts,buyer,seller,price,qty,aggressor,mid_at_trade
162.900000,CB,N1,100.26,13,sell,100.315000
163.000000,CA,N0,100.37,36,buy,100.315000
163.000000,CA,MM,100.38,37,buy,100.320000
163.500000,CB,N1,100.26,34,sell,100.320000
164.000000,N3,MM,100.38,21,buy,100.330000
164.100000,N6,MM,100.38,22,buy,100.330000
164.100000,N6,N13,100.39,50,buy,100.335000
165.500000,N8,N13,100.39,49,buy,100.380000
165.500000,N8,N6,100.40,34,buy,100.385000
165.900000,N5,N0,100.37,36,sell,100.385000
165.900000,N1,N6,100.40,25,buy,100.385000
165.900000,N1,N11,100.44,17,buy,100.405000
165.900000,N1,N7,100.44,12,buy,100.405000
165.900000,N1,CB,100.44,9,buy,100.405000
166.000000,N5,CA,100.37,34,sell,100.405000
166.000000,MM,CA,100.35,18,sell,100.395000
166.300000,N10,N13,100.40,48,buy,100.375000
166.300000,N10,CB,100.44,39,buy,100.395000
166.300000,N14,CB,100.44,38,buy,100.395000
166.300000,N14,MM,100.45,36,buy,100.400000
167.200000,N5,N3,100.37,14,sell,100.410000
167.500000,N14,MM,100.45,44,buy,100.410000
167.500000,N14,N3,100.46,28,buy,100.415000
167.500000,N14,N8,100.47,9,buy,100.420000
167.500000,N14,N12,100.78,11,buy,100.575000
167.600000,N10,N14,100.37,40,sell,100.575000
168.000000,N10,CA,100.37,27,sell,100.385000
168.000000,N12,CA,100.34,50,sell,100.370000
168.100000,N12,N1,100.34,5,sell,100.370000
168.100000,N7,N1,100.33,30,sell,100.365000
168.100000,MM,N1,100.30,45,sell,100.350000
168.700000,N8,N14,100.32,50,buy,100.310000
169.200000,N8,N2,100.33,6,sell,100.365000
169.200000,MM,N2,100.30,25,sell,100.350000
169.400000,MM,N3,100.30,10,sell,100.350000
169.400000,N9,N6,100.28,16,sell,100.340000
169.500000,N9,N5,100.28,47,sell,100.340000
169.500000,N10,N5,100.26,42,sell,100.330000
170.100000,N10,N3,100.26,25,sell,100.280000
170.100000,N8,N3,100.26,27,sell,100.280000
170.100000,N8,N14,100.26,45,sell,100.280000
170.100000,N3,N14,100.25,28,sell,100.275000
170.300000,N3,N9,100.25,1,sell,100.255000
170.300000,N4,N9,100.25,18,sell,100.255000
170.300000,N9,N9,100.23,14,sell,100.245000
170.400000,N9,N5,100.23,1,sell,100.245000
170.400000,N0,N5,100.06,80,sell,100.160000
170.700000,N10,N13,100.26,29,buy,
170.700000,N10,N4,100.30,2,buy,
171.000000,N3,N11,100.27,27,buy,
171.100000,MM,N0,100.21,63,sell,100.240000
171.200000,MM,N4,100.21,17,sell,100.240000
171.400000,N6,N11,100.27,67,buy,
171.600000,N6,N6,100.27,1,sell,100.275000
172.400000,N13,N12,100.28,21,buy,
172.400000,N13,N4,100.30,5,buy,
173.000000,N0,N5,100.20,40,sell,100.210000
173.400000,N0,CA,100.20,29,sell,100.210000
173.600000,N9,N11,100.22,44,buy,
174.300000,N4,N11,100.20,51,sell,100.210000
174.300000,MM,N11,100.12,16,sell,100.170000
174.400000,N11,N12,100.16,32,sell,100.190000
174.700000,N6,N7,100.20,92,sell,100.210000
174.700000,N11,N7,100.16,2,sell,100.190000
175.600000,N11,N5,100.16,37,sell,100.190000
175.800000,N11,N12,100.16,2,sell,100.190000
175.800000,MM,N12,100.12,20,sell,100.170000
175.900000,MM,N14,100.12,44,sell,100.170000
175.900000,N4,N14,100.10,53,sell,100.160000
176.400000,N4,N10,100.10,12,sell,100.160000
176.400000,N10,N10,100.09,62,sell,100.155000
176.400000,N4,N10,100.04,10,sell,100.130000
176.400000,N12,N10,100.04,7,sell,100.130000
177.000000,N11,N12,100.12,44,buy,100.080000
177.000000,N11,N11,100.22,24,buy,100.130000
177.000000,N11,N9,100.22,23,buy,100.130000
177.100000,N12,N0,100.04,13,sell,100.090000
177.400000,N12,CA,100.04,60,sell,100.090000
177.400000,MM,CA,100.04,7,sell,100.090000
177.800000,N14,MM,100.14,27,buy,100.090000
178.200000,MM,N1,100.04,50,sell,100.090000
178.500000,MM,N14,100.04,23,sell,100.090000
178.800000,N11,N5,99.99,39,sell,100.010000
178.800000,CA,N14,100.03,2,buy,100.010000
178.800000,CA,MM,100.14,20,buy,100.065000
178.900000,N11,N1,99.99,55,sell,100.065000
178.900000,N5,N1,99.96,4,sell,100.050000
180.000000,N5,N14,99.96,11,sell,100.030000
180.000000,N4,N14,99.96,80,sell,100.030000
180.100000,MM,N14,99.95,80,sell,100.000000
180.100000,N0,N14,99.63,11,sell,99.840000
180.600000,CA,N5,99.96,42,sell,100.005000
180.700000,CA,N9,99.96,30,sell,99.975000
181.000000,CA,N3,99.96,4,sell,99.975000
181.000000,N0,N3,99.94,83,sell,99.965000
181.200000,N0,N7,99.94,11,sell,99.965000
181.700000,N5,N11,99.85,39,sell,99.875000
181.700000,N1,N11,99.81,19,sell,99.855000
182.500000,N2,N12,99.92,27,buy,99.910000
183.200000,N9,N12,99.92,8,buy,99.910000
183.200000,N9,MM,99.97,64,buy,99.935000
183.400000,N11,N9,99.90,28,sell,99.935000
183.600000,N11,N3,99.90,43,sell,99.935000
183.600000,MM,N3,99.87,32,sell,99.920000
183.700000,N10,MM,99.97,16,buy,99.920000
183.700000,N10,N8,99.99,11,buy,99.930000
183.700000,N10,N8,100.02,44,buy,99.945000
184.000000,MM,N0,99.87,39,sell,99.945000
184.200000,N14,N4,99.98,44,buy,99.930000
184.200000,N14,N8,100.02,14,buy,99.950000
184.200000,N14,N2,100.03,21,buy,99.955000
184.300000,N13,N5,99.88,25,sell,99.955000
184.300000,MM,N5,99.87,9,sell,99.950000
184.300000,N2,N5,99.85,5,sell,99.940000
184.800000,N2,N3,99.85,11,sell,99.915000
185.400000,CA,N13,99.93,23,sell,99.955000
185.400000,N2,N13,99.85,3,sell,99.915000
185.700000,CB,N9,99.98,68,buy,99.935000
185.700000,CB,N0,99.98,11,buy,99.935000
185.800000,CA,N3,99.89,30,sell,99.935000
186.000000,MM,N0,99.98,80,buy,99.935000
186.100000,N7,N0,99.98,6,buy,99.935000
186.100000,N7,N10,100.01,6,buy,99.950000
186.400000,N7,N10,100.01,66,buy,99.950000
186.500000,N3,N10,100.01,22,buy,99.950000
186.500000,N3,N2,100.03,17,buy,99.960000
186.500000,N3,N14,100.04,25,buy,99.965000
186.500000,N3,N14,100.06,14,buy,99.975000
187.000000,N6,N14,100.06,9,buy,99.975000
187.000000,N6,MM,100.11,11,buy,100.000000
187.000000,CA,N12,99.89,11,sell,100.000000
187.000000,N2,N12,99.85,4,sell,99.980000
188.000000,N11,MM,100.11,64,buy,100.105000
188.000000,CB,MM,100.11,5,buy,100.105000
188.000000,CB,N13,100.11,13,buy,100.105000
188.400000,N10,N13,100.11,58,buy,100.105000
188.400000,N10,N3,100.16,9,buy,100.130000
188.500000,N13,N8,100.10,40,sell,100.130000
188.500000,N1,N8,99.91,53,sell,100.035000
188.500000,N13,N3,100.16,26,buy,100.035000
188.900000,N14,N3,100.16,38,buy,100.035000
189.000000,N6,N3,100.16,23,buy,100.035000
189.000000,N6,N4,100.16,15,buy,100.035000
189.000000,N6,N5,100.17,21,buy,100.040000
189.100000,MM,N5,100.13,31,sell,100.150000
189.800000,N6,N5,100.17,68,buy,100.155000
189.800000,N6,N9,100.19,18,buy,100.165000
190.000000,N5,N3,100.14,55,sell,100.165000
190.300000,N12,N3,100.14,40,buy,100.135000
190.300000,N12,N9,100.19,6,buy,100.160000
190.400000,MM,N0,100.13,49,sell,100.160000
190.400000,N14,N0,100.12,10,sell,100.155000
190.400000,N12,N0,100.03,20,sell,100.110000
190.400000,N9,N9,100.19,24,buy,100.110000
190.800000,N12,N5,99.98,30,sell,100.070000
190.800000,CB,N5,99.97,60,sell,100.065000
190.900000,N5,N8,100.16,65,buy,100.065000
191.300000,N3,N8,100.16,27,buy,100.115000
191.300000,N3,N9,100.19,24,buy,100.130000
191.300000,N3,N11,100.21,44,buy,100.140000
191.700000,N7,N5,100.17,67,sell,100.190000
191.800000,N7,N2,100.17,8,sell,100.190000
191.800000,N13,N2,100.15,60,sell,100.180000
191.800000,N3,N2,100.14,19,sell,100.175000
191.800000,N3,N6,100.14,34,sell,100.175000
191.800000,N9,N6,100.07,2,sell,100.140000
191.900000,N7,N11,100.11,16,sell,100.160000
191.900000,N4,N11,100.08,23,sell,100.145000
191.900000,N9,N11,100.07,27,sell,100.140000
192.100000,N1,N11,100.21,17,buy,100.165000
192.600000,N12,N9,100.15,20,buy,100.135000
192.800000,MM,N2,100.12,46,sell,100.135000
193.000000,CA,N9,100.15,33,buy,100.135000
193.400000,N13,N2,100.20,29,buy,100.180000
193.900000,CA,N5,100.16,26,sell,100.165000
194.100000,N9,N6,100.13,14,sell,100.135000
194.100000,N9,N6,100.13,19,sell,100.135000
194.200000,N5,N5,100.14,13,buy,100.135000
194.200000,N5,N11,100.16,3,buy,100.145000
194.800000,N6,N1,100.15,45,buy,100.145000
194.800000,N6,N11,100.16,15,buy,100.150000
194.800000,N6,N3,100.16,30,buy,100.150000
194.900000,N3,N3,100.16,42,buy,100.150000
194.900000,N3,N0,100.17,20,buy,100.155000
195.100000,N12,N0,100.17,4,buy,100.155000
195.100000,N12,N4,100.18,40,buy,100.160000
195.100000,N12,N2,100.20,48,buy,100.170000
196.200000,N2,N8,100.17,17,buy,100.155000
196.500000,N10,N8,100.17,19,buy,100.155000
196.900000,N5,N12,100.14,33,sell,100.155000
196.900000,N9,N12,100.13,52,sell,100.150000
197.000000,N3,N8,100.17,49,buy,100.150000
197.100000,N6,N8,100.17,1,buy,100.150000
197.100000,N6,N8,100.18,25,buy,100.155000
197.100000,N6,N10,100.19,33,buy,100.160000
197.400000,N5,N10,100.19,42,buy,100.155000
197.400000,N5,N2,100.20,4,buy,100.160000
197.400000,N5,N9,100.22,45,buy,100.170000
197.700000,N1,N9,100.22,27,buy,100.170000
197.700000,N1,N10,100.22,13,buy,100.170000
197.700000,N1,MM,100.22,10,buy,100.170000
197.700000,MM,CA,100.12,80,sell,100.170000
197.700000,N6,CA,100.12,13,sell,100.170000
198.000000,N12,MM,100.22,48,buy,100.190000
198.400000,CA,N12,100.26,31,buy,100.235000
198.400000,CA,N4,100.26,56,buy,100.235000
198.700000,MM,N0,100.21,80,sell,100.235000
198.700000,N10,N0,100.16,8,sell,100.210000
198.700000,CA,N4,100.26,28,buy,100.210000
200.000000,N12,MM,100.31,55,buy,100.305000
200.300000,CA,N1,100.30,13,sell,100.305000
200.400000,N8,MM,100.31,25,buy,100.305000
200.400000,N8,N3,100.31,64,buy,100.305000
201.000000,CA,MM,100.30,9,sell,100.305000
201.800000,N5,N14,100.25,19,sell,100.275000
201.800000,N13,N14,100.25,43,sell,100.275000
201.900000,N13,N0,100.25,25,sell,100.275000
201.900000,N6,MM,100.30,14,buy,100.275000
202.400000,N13,N6,100.25,3,sell,100.275000
202.400000,N2,N6,100.24,43,sell,100.270000
202.400000,CA,N6,100.24,32,sell,100.270000
202.400000,N11,N6,100.23,19,sell,100.265000
202.700000,N11,N6,100.23,14,sell,100.265000
202.700000,N10,N6,100.23,8,sell,100.265000
202.700000,N12,MM,100.30,57,buy,100.265000
202.700000,N12,N3,100.31,20,buy,100.270000
202.700000,N12,N14,100.31,4,buy,100.270000
202.800000,N10,N1,100.23,22,sell,100.270000
202.800000,N9,N14,100.31,66,buy,100.270000
202.900000,N10,N0,100.23,11,sell,100.270000
202.900000,N8,N0,100.23,6,sell,100.270000
203.900000,N12,N8,100.27,14,buy,100.265000
203.900000,N12,N14,100.31,18,buy,100.285000
203.900000,N12,N10,100.31,38,buy,100.285000
204.200000,N3,N10,100.31,39,buy,100.285000
204.200000,N3,N1,100.32,4,buy,100.290000
204.300000,N3,N0,100.26,30,sell,100.290000
204.300000,N3,N9,100.26,21,sell,100.290000
204.400000,N2,N1,100.32,22,buy,100.290000
204.400000,N2,N0,100.33,44,buy,100.295000
204.400000,N4,MM,100.34,80,buy,100.335000
204.400000,N4,N1,100.38,17,buy,100.355000
204.400000,N13,N1,100.38,42,buy,100.355000
204.400000,N13,N4,100.38,10,buy,100.355000
204.400000,N13,N12,100.42,45,buy,100.375000
204.500000,N2,N14,100.33,20,sell,100.375000
204.500000,N3,N14,100.26,5,sell,100.340000
204.800000,N9,N12,100.42,17,buy,100.385000
204.800000,N9,N6,100.47,13,buy,100.410000
204.800000,N9,N9,100.49,22,buy,100.420000
204.800000,N9,N10,100.51,35,buy,100.430000
205.400000,N11,N10,100.51,47,buy,100.430000
205.800000,N11,N10,100.51,13,buy,100.460000
205.800000,N11,CB,100.68,11,buy,100.545000
205.900000,N2,CB,100.68,6,buy,100.545000
206.500000,N5,N10,100.55,15,buy,100.455000
207.000000,N2,MM,100.36,32,sell,100.365000
207.400000,N6,MM,100.36,41,buy,100.355000
207.900000,CB,MM,100.36,7,buy,100.355000
207.900000,CB,N12,100.36,21,buy,100.355000
208.100000,N8,N8,100.35,11,sell,100.355000
208.700000,N8,N0,100.35,64,sell,100.355000
208.700000,N8,N0,100.35,8,sell,100.355000
208.700000,N1,N12,100.36,67,buy,100.355000
208.800000,N8,N0,100.35,48,sell,100.355000
208.800000,N2,N0,100.33,38,sell,100.345000
208.900000,N2,N2,100.33,13,sell,100.345000
208.900000,N4,N2,100.32,24,sell,100.340000
209.400000,N1,N12,100.36,10,buy,100.340000
209.400000,N1,N3,100.37,33,buy,100.345000
210.000000,N4,N7,100.32,56,sell,100.325000
210.000000,N4,MM,100.32,10,sell,100.325000
210.100000,N13,MM,100.32,70,buy,100.295000
210.100000,N13,N5,100.33,28,buy,100.300000
210.200000,N1,N8,100.27,62,sell,100.300000
210.300000,N1,N7,100.27,18,sell,100.300000
210.400000,N1,N7,100.27,4,sell,100.300000
210.500000,N3,CA,100.26,3,sell,100.265000
210.500000,N1,CA,100.26,58,sell,100.265000
210.600000,N14,N7,100.27,6,buy,100.265000
210.600000,N14,N2,100.31,57,buy,100.285000
210.600000,N14,N5,100.33,16,buy,100.295000
210.800000,N1,N5,100.26,20,sell,100.295000
211.200000,N3,N0,100.23,42,sell,100.240000
211.200000,N0,N0,100.22,45,sell,100.235000
211.300000,N7,N5,100.25,32,buy,100.235000
211.300000,N7,N5,100.33,2,buy,100.275000
211.300000,N7,N0,100.34,8,buy,100.280000
211.300000,N13,N0,100.34,40,buy,100.280000
211.500000,N0,N6,100.22,15,sell,100.280000
212.200000,N0,N11,100.22,34,sell,100.235000
212.200000,MM,N11,100.22,28,sell,100.235000
212.200000,N13,N2,100.25,33,buy,100.235000
212.200000,N13,N10,100.29,2,buy,100.255000
212.300000,MM,N5,100.22,49,sell,100.255000
213.000000,N13,N4,100.27,27,buy,100.245000
213.000000,N13,N10,100.29,14,buy,100.255000
213.400000,N6,N7,100.20,50,sell,100.210000
213.400000,CB,N7,100.20,10,sell,100.210000
213.400000,CB,N10,100.20,59,sell,100.210000
213.400000,N1,N10,100.19,39,sell,100.205000
213.600000,N1,N4,100.19,55,sell,100.205000
213.600000,N9,N4,100.16,33,sell,100.190000
213.900000,N1,N5,100.22,40,buy,100.190000
213.900000,N10,N5,100.22,10,buy,100.190000
213.900000,N10,MM,100.25,59,buy,100.205000
214.300000,N6,MM,100.25,12,buy,100.205000
214.600000,N9,N2,100.16,31,sell,100.195000
214.700000,N9,N0,100.16,16,sell,100.195000
215.100000,N10,N4,100.23,12,buy,100.220000
215.100000,N10,N3,100.24,66,buy,100.225000
215.100000,N11,N3,100.24,2,buy,100.225000
215.100000,N11,MM,100.25,9,buy,100.230000
215.100000,N11,CA,100.25,56,buy,100.230000
215.100000,N11,N14,100.27,10,buy,100.240000
215.100000,N11,N9,100.28,14,buy,100.245000
215.100000,N11,N8,100.29,2,buy,100.250000
215.300000,N3,N8,100.29,11,buy,100.250000
216.100000,N0,N5,100.26,52,sell,100.275000
216.300000,N0,N11,100.26,11,sell,100.275000
216.700000,N0,N7,100.26,5,sell,100.275000
216.700000,N5,N7,100.23,78,sell,100.260000
217.100000,N5,N4,100.23,7,sell,100.260000
217.100000,N5,N4,100.21,3,sell,100.250000
217.100000,N5,N13,100.21,31,sell,100.220000
217.100000,MM,N13,100.21,3,sell,100.220000
217.300000,MM,N7,100.21,40,sell,100.220000
217.600000,N3,N8,100.23,31,buy,100.220000
217.600000,N3,N8,100.29,50,buy,100.250000
218.100000,N1,N8,100.29,31,buy,100.250000
218.100000,N1,N1,100.29,10,buy,100.250000
218.100000,N1,N0,100.30,49,buy,100.255000
218.100000,N1,N5,100.30,2,buy,100.255000
218.300000,MM,N9,100.21,31,sell,100.255000
219.200000,N10,N5,100.30,64,buy,100.280000
219.200000,N10,N14,100.30,15,buy,100.280000
219.300000,N13,N0,100.26,28,sell,100.280000
219.400000,N11,N0,100.24,24,buy,100.235000
219.500000,N11,N0,100.24,10,buy,100.235000
219.500000,N11,N14,100.29,22,buy,100.260000
219.500000,N11,N14,100.30,33,buy,100.265000
219.500000,N11,N4,100.30,19,buy,100.265000
219.500000,N11,N13,100.31,6,buy,100.270000
219.800000,N13,N9,100.23,47,sell,100.270000
220.200000,N13,N3,100.23,33,sell,100.250000
220.200000,N10,N3,100.22,25,sell,100.245000
220.500000,N0,N12,100.27,11,buy,100.265000
220.500000,N6,N12,100.27,49,buy,100.265000
220.500000,N6,N13,100.31,26,buy,100.285000
221.600000,N14,N13,100.31,52,buy,100.300000
222.300000,N10,N6,100.32,74,buy,100.315000
222.300000,CA,N6,100.32,19,buy,100.315000
222.300000,CA,N9,100.34,14,buy,100.325000
222.400000,N1,N2,100.35,25,buy,100.345000
222.400000,N1,MM,100.39,29,buy,100.365000
222.400000,N12,MM,100.39,51,buy,100.365000
222.400000,N12,N9,100.42,17,buy,100.380000
222.400000,N12,N4,100.43,18,buy,100.385000
222.400000,N12,N8,100.54,5,buy,100.440000
222.500000,CA,N3,100.34,10,sell,100.440000
222.500000,N13,N3,100.32,6,sell,100.430000
223.000000,N3,N1,100.39,79,buy,100.375000
223.000000,N5,N1,100.39,5,buy,100.375000
223.000000,N5,N8,100.54,31,buy,100.450000
223.000000,N5,N6,100.54,7,buy,100.450000
223.100000,N1,N6,100.54,17,buy,100.450000
223.200000,N14,N5,100.53,49,buy,100.445000
223.200000,N14,N6,100.54,2,buy,100.450000
223.700000,N0,N0,100.36,61,sell,100.405000
223.700000,CB,N0,100.36,6,sell,100.405000
223.700000,N1,N10,100.45,78,buy,100.405000
224.200000,N1,N10,100.45,10,buy,100.405000
224.500000,CB,N11,100.36,12,sell,100.405000
224.900000,CA,N11,100.43,24,buy,100.420000
226.600000,N4,N5,100.41,44,sell,100.420000
226.700000,N4,N12,100.41,38,sell,100.420000
226.700000,MM,N12,100.38,25,sell,100.405000
226.700000,MM,N14,100.38,10,sell,100.405000
226.800000,MM,CA,100.38,16,sell,100.405000
227.400000,MM,N2,100.38,29,sell,100.405000
227.400000,N4,N2,100.38,44,sell,100.405000
227.500000,N4,N12,100.38,19,sell,100.405000
227.600000,N4,N6,100.38,17,sell,100.405000
227.600000,CB,N6,100.36,5,sell,100.395000
227.600000,CB,N14,100.36,74,sell,100.395000
227.600000,N0,N14,100.35,6,sell,100.390000
227.800000,N0,N9,100.35,52,sell,100.390000
227.800000,N13,N9,100.32,12,sell,100.375000
227.800000,N7,N9,100.32,22,sell,100.375000
228.000000,N7,MM,100.32,67,sell,100.375000
228.000000,N0,MM,100.32,13,sell,100.375000
228.100000,N0,N6,100.32,21,sell,100.375000
228.600000,N0,N0,100.32,30,sell,100.375000
228.600000,N10,N0,100.31,48,sell,100.370000
228.700000,N0,N11,100.31,14,sell,100.370000
228.900000,N0,N13,100.31,6,sell,100.370000
228.900000,N10,N13,100.31,71,sell,100.370000
229.100000,N10,N11,100.31,6,sell,100.370000
229.100000,N3,N11,100.30,21,sell,100.365000
229.600000,N13,N1,100.27,43,sell,100.280000
229.600000,CB,N1,100.26,29,sell,100.275000
229.900000,CB,N10,100.26,9,sell,100.275000
229.900000,CA,N10,100.26,17,sell,100.275000
229.900000,N12,N11,100.29,37,buy,100.275000
231.100000,CA,N7,100.26,30,sell,100.270000
231.100000,N4,N7,100.26,56,sell,100.270000
231.100000,N11,N7,100.26,9,sell,100.270000
231.400000,N9,N5,100.28,11,buy,100.270000
231.400000,N9,N11,100.29,22,buy,100.275000
231.500000,N1,N11,100.29,6,buy,100.275000
231.800000,N12,N10,100.34,36,buy,100.330000
232.500000,N14,N10,100.34,11,buy,100.335000
232.500000,N14,MM,100.35,12,buy,100.340000
233.500000,N9,MM,100.35,56,buy,100.345000
233.800000,CA,MM,100.35,12,buy,100.345000
233.800000,CA,N2,100.36,51,buy,100.350000
233.800000,CA,N10,100.37,27,buy,100.355000
233.800000,CA,CA,100.38,8,buy,100.360000
234.300000,N4,CA,100.38,71,buy,100.370000
234.300000,N4,N1,100.39,21,buy,100.375000
235.200000,N14,N2,100.36,23,sell,100.375000
235.300000,N2,N1,100.39,56,buy,100.375000
235.500000,N7,N1,100.39,12,buy,100.375000
235.500000,N7,N6,100.42,36,buy,100.390000
235.500000,N7,N11,100.43,35,buy,100.395000
235.500000,N7,N13,100.44,11,buy,100.400000
235.700000,N10,N13,100.44,76,buy,100.400000
236.100000,N14,N4,100.36,19,sell,100.365000
236.400000,N14,N7,100.36,29,sell,100.365000
236.400000,MM,N7,100.35,44,sell,100.360000
236.500000,N7,N11,100.37,11,buy,100.360000
236.500000,N7,N13,100.44,4,buy,100.395000
236.500000,N7,MM,100.45,38,buy,100.400000
237.000000,MM,N1,100.35,36,sell,100.375000
237.500000,N12,N1,100.33,67,sell,100.340000
237.700000,N12,N7,100.33,28,sell,100.340000
237.700000,N1,N7,100.32,4,sell,100.335000
238.000000,N0,N1,100.35,8,buy,100.335000
238.000000,N0,N6,100.35,13,buy,100.335000
238.000000,N0,N4,100.35,39,buy,100.335000
238.000000,N0,MM,100.39,15,buy,100.355000
238.400000,N0,MM,100.39,65,buy,100.355000
238.400000,N0,N5,100.40,23,buy,100.360000
239.000000,N10,N5,100.37,28,buy,100.345000
239.000000,N13,N5,100.37,29,buy,100.345000
239.000000,CA,N5,100.40,13,buy,100.385000
239.300000,N4,N5,100.40,27,buy,100.385000
239.300000,N4,N3,100.44,56,buy,100.405000
239.300000,N11,N3,100.44,18,buy,100.405000
239.300000,N11,N7,100.45,21,buy,100.410000
239.900000,N10,N10,100.37,18,sell,100.410000
239.900000,N1,N10,100.32,69,sell,100.385000
239.900000,N3,N10,100.31,1,sell,100.380000
240.200000,N3,N14,100.31,47,sell,100.315000
240.200000,N9,N14,100.31,5,sell,100.315000
240.200000,CA,MM,100.32,80,buy,100.315000
240.200000,CA,N7,100.45,4,buy,100.380000
240.400000,N9,N14,100.31,12,sell,100.325000
240.700000,N9,N11,100.31,17,sell,100.325000
241.100000,N9,N5,100.31,25,sell,100.325000
241.100000,N9,N8,100.31,11,sell,100.325000
241.100000,N11,N8,100.30,63,sell,100.320000
241.200000,N11,N7,100.30,5,sell,100.320000
241.200000,N10,N7,100.29,13,sell,100.315000
242.400000,N10,N6,100.29,12,sell,100.300000
242.400000,N1,N6,100.29,18,sell,100.300000
242.500000,N3,N6,100.28,10,buy,100.275000
242.500000,N3,N7,100.31,26,buy,100.290000
242.800000,N8,N14,100.27,38,sell,100.280000
242.800000,N11,N14,100.26,4,sell,100.275000
242.900000,N11,N6,100.26,61,sell,100.275000
242.900000,N7,N6,100.26,21,sell,100.275000
242.900000,N7,N8,100.26,23,sell,100.275000
242.900000,N13,N8,100.24,22,sell,100.265000
242.900000,N3,N8,100.23,21,sell,100.260000
242.900000,N3,N13,100.23,21,sell,100.260000
243.800000,N3,CA,100.23,27,sell,100.235000
243.800000,N12,CA,100.23,34,sell,100.235000
243.800000,N11,CA,100.23,22,sell,100.235000
244.000000,N10,MM,100.24,80,buy,100.235000
244.000000,N10,CA,100.27,6,buy,100.250000
244.200000,N6,CA,100.27,48,buy,100.250000
244.200000,N6,N13,100.28,4,buy,100.255000
244.300000,N11,N6,100.23,18,sell,100.255000
244.300000,N4,N6,100.23,2,sell,100.255000
244.500000,N4,N14,100.23,24,sell,100.255000
245.100000,N0,N0,100.21,14,sell,100.215000
245.200000,N0,N12,100.21,57,sell,100.215000
245.200000,N12,N12,100.21,36,sell,100.215000
245.300000,N2,N14,100.22,57,buy,100.215000
245.300000,N2,N11,100.23,20,buy,100.220000
245.300000,N2,N13,100.28,13,buy,100.245000
245.900000,N0,N13,100.28,39,buy,100.260000
246.000000,N3,N6,100.28,51,buy,100.260000
246.000000,N3,CB,100.29,26,buy,100.265000
246.000000,N3,N3,100.29,9,buy,100.265000
246.200000,N5,N3,100.29,3,buy,100.265000
246.200000,N5,MM,100.29,80,buy,100.265000
246.200000,N5,N7,100.31,2,buy,100.275000
246.200000,N5,N0,100.33,5,buy,100.285000
246.400000,N10,CA,100.29,66,buy,100.265000
246.600000,N3,CA,100.29,3,buy,100.265000
246.600000,N6,N6,100.30,65,buy,100.295000
247.500000,N10,N6,100.30,24,buy,100.295000
247.500000,N10,N0,100.33,34,buy,100.310000
247.500000,CB,N0,100.33,16,buy,100.310000
247.500000,CB,N3,100.33,22,buy,100.310000
247.900000,N8,N3,100.33,41,buy,100.320000
247.900000,N8,N12,100.33,19,buy,100.320000
248.000000,N4,N12,100.33,36,buy,100.320000
248.100000,N12,N12,100.33,8,buy,100.320000
248.100000,N12,N1,100.34,25,buy,100.325000
248.300000,N5,N1,100.34,71,buy,100.325000
248.300000,N5,N10,100.36,7,buy,100.335000
248.700000,N3,N10,100.36,79,buy,100.345000
248.700000,N3,N9,100.37,3,buy,100.350000
248.800000,N7,N9,100.37,53,buy,100.350000
249.000000,MM,N9,100.37,28,buy,100.350000
249.000000,MM,N0,100.46,41,buy,100.395000
249.000000,MM,N0,100.46,11,buy,100.395000
249.100000,N12,N0,100.46,48,buy,100.395000
249.700000,CA,N0,100.46,10,buy,100.395000
249.700000,CA,N14,100.46,10,buy,100.395000
249.700000,CA,N4,100.46,65,buy,100.395000
249.700000,CA,N12,100.52,3,buy,100.425000
250.000000,N13,N12,100.47,23,sell,100.495000
250.000000,N9,N12,100.42,42,sell,100.470000
250.200000,N2,N12,100.52,7,buy,100.495000
250.200000,N2,N6,100.52,31,buy,100.495000
250.200000,N2,N3,100.55,60,buy,100.510000
250.400000,N2,N3,100.55,17,buy,100.530000
250.400000,N2,CB,100.57,17,buy,100.540000
251.000000,N5,CB,100.57,58,buy,100.540000
251.000000,N5,MM,100.62,41,buy,100.565000
251.200000,N1,N5,100.51,33,sell,100.565000
251.200000,N3,N5,100.51,33,sell,100.565000
251.400000,N3,N9,100.51,56,sell,100.565000
252.000000,N4,N9,100.51,1,buy,100.490000
252.000000,N4,N8,100.53,64,buy,100.500000
252.000000,N4,MM,100.62,12,buy,100.545000
252.300000,N5,MM,100.49,80,buy,100.480000
252.300000,N5,CA,100.63,7,buy,100.550000
252.300000,CA,CA,100.63,41,buy,100.550000
252.300000,CA,N3,100.82,13,buy,100.645000
252.400000,N4,N2,100.47,91,sell,100.645000
252.400000,N0,N2,100.47,7,sell,100.645000
252.400000,N0,N9,100.47,48,sell,100.645000
252.400000,N9,N9,100.42,2,sell,100.620000
252.400000,CB,N9,100.39,40,sell,100.605000
252.400000,MM,N9,100.39,5,sell,100.605000
252.700000,N12,N2,100.40,74,sell,100.610000
252.700000,MM,N2,100.39,15,sell,100.605000
252.800000,MM,N7,100.39,60,sell,100.605000
252.800000,N6,N7,100.33,11,sell,100.575000
253.300000,N4,N1,100.61,33,buy,100.525000
253.300000,N6,N1,100.61,10,buy,100.525000
253.300000,N6,CA,100.67,23,buy,100.555000
253.900000,N2,N10,100.47,57,sell,100.480000
253.900000,N4,N10,100.44,22,sell,100.465000
253.900000,N13,N1,100.49,20,buy,100.465000
